75.json,346.94195103645325,4,13/02/2023 23:53:01
27.json,372.31434202194214,5,13/02/2023 23:59:13
242.json,201.28180480003357,5,14/02/2023 13:40:33
188.json,165.735093832016,5,14/02/2023 13:43:24
206.json,175.5432779788971,4,14/02/2023 13:46:19
482.json,153.72158312797546,5,14/02/2023 13:48:53
512.json,222.31928515434265,3,14/02/2023 13:52:36
247.json,539.8135099411011,3,14/02/2023 14:01:36
111.json,161.54594683647156,3,14/02/2023 14:04:24
344.json,1625.83726811409,2,14/02/2023 14:31:30
564.json,161.151948928833,5,14/02/2023 14:34:17
103.json,161.93063592910767,4,14/02/2023 14:36:59
100.json,248.72947812080383,5,14/02/2023 14:41:08
435.json,103.48156189918518,4,14/02/2023 14:43:03
386.json,1493.3459069728851,5,14/02/2023 15:07:57
432.json,163.3828001022339,3,14/02/2023 15:10:40
487.json,156.4375810623169,5,14/02/2023 15:13:17
334.json,90.92648410797119,5,14/02/2023 15:14:48
418.json,335.54118490219116,4,15/02/2023 14:48:49
557.json,94.09806895256042,2,15/02/2023 14:50:23
441.json,673.9358830451965,4,15/02/2023 15:01:37
222.json,444.56177401542664,4,15/02/2023 15:09:02
561.json,179.91209387779236,4,15/02/2023 15:12:22
374.json,271.99181294441223,5,15/02/2023 15:16:54
486.json,139.46918392181396,5,15/02/2023 15:19:30
403.json,206.05409383773804,4,15/02/2023 15:22:56
232.json,192.9670639038086,4,15/02/2023 15:26:09
503.json,206.68923592567444,4,15/02/2023 15:29:36
74.json,75358.2434360981,3,16/02/2023 12:25:35
382.json,40789.02840304375,3,16/02/2023 23:45:24
542.json,245.67890405654907,4,16/02/2023 23:49:30
513.json,229.77477598190308,3,16/02/2023 23:53:21
51.json,1606.153419971466,4,17/02/2023 00:20:23
274.json,38652.00568795204,5,17/02/2023 11:04:35
70.json,607.2397248744965,5,17/02/2023 11:55:39
519.json,562.424045085907,4,17/02/2023 12:05:02
207.json,2252.792969942093,3,17/02/2023 12:42:59
202.json,809.1802592277527,3,17/02/2023 12:56:28
494.json,214.35772109031677,4,17/02/2023 13:02:07
323.json,137.59790587425232,4,17/02/2023 13:04:25
256.json,301.71189403533936,4,17/02/2023 13:09:35
478.json,270.86973810195923,4,17/02/2023 13:14:19
252.json,101406.9050359726,3,18/02/2023 17:24:36
632.json,627.9222168922424,4,18/02/2023 17:35:08
565.json,10984.289399147034,3,18/02/2023 20:38:13
145.json,517.3081700801849,3,18/02/2023 20:46:50
157.json,293.5367579460144,5,18/02/2023 20:51:44
80.json,108.66433596611023,4,18/02/2023 20:53:42
508.json,485.34447598457336,2,18/02/2023 21:01:48
193.json,3055.128142118454,4,18/02/2023 21:52:43
180.json,57738.45993185043,4,19/02/2023 13:55:15
37.json,1094.6754100322723,4,19/02/2023 14:13:40
216.json,8298.34027504921,4,19/02/2023 16:31:58
522.json,519.9232089519501,4,19/02/2023 16:40:38
270.json,1121.176085948944,4,19/02/2023 16:59:28
377.json,178.41519808769226,4,19/02/2023 17:02:32
235.json,184.0477020740509,4,19/02/2023 17:05:43
299.json,574.1126620769501,3,19/02/2023 17:15:17
592.json,85680.66135692596,4,20/02/2023 17:03:18
288.json,241.39931201934814,3,20/02/2023 17:07:19
463.json,232.48705410957336,3,20/02/2023 17:11:16
569.json,331.6117799282074,3,20/02/2023 17:16:48
298.json,381.40258288383484,3,20/02/2023 17:23:09
468.json,79881.91842603683,3,21/02/2023 15:34:43
392.json,938.2202830314636,3,21/02/2023 15:50:28
634.json,637.5630218982697,3,21/02/2023 16:01:11
85.json,22646.39510989189,2,21/02/2023 23:00:32
73.json,387.1629240512848,2,21/02/2023 23:06:59
189.json,1105.4311408996582,2,21/02/2023 23:26:34
587.json,300.2065382003784,2,21/02/2023 23:31:38
545.json,48.98203706741333,2,21/02/2023 23:32:33
581.json,600.4473671913147,1,21/02/2023 23:42:35
223.json,1357.9304251670837,3,22/02/2023 16:44:42
424.json,1342.6721749305725,3,22/02/2023 17:07:13
260.json,9173.697444915771,1,22/02/2023 19:40:07
636.json,482.1760699748993,3,22/02/2023 19:48:58
514.json,133.67307710647583,3,22/02/2023 19:51:12
136.json,89.26516222953796,4,22/02/2023 19:52:50
129.json,120.18562912940979,3,22/02/2023 19:54:54
135.json,115.29555892944336,3,22/02/2023 19:56:54
321.json,179.68970704078674,2,22/02/2023 19:59:54
332.json,155.3051130771637,3,22/02/2023 20:02:30
185.json,114.05087399482727,3,22/02/2023 20:04:27
209.json,276.9874382019043,3,22/02/2023 20:09:09
396.json,141.4722239971161,4,22/02/2023 20:11:31
119.json,94.20419406890869,4,22/02/2023 20:13:18
194.json,121.5283989906311,4,22/02/2023 20:15:19
41.json,111.62036395072937,4,22/02/2023 20:17:22
583.json,188.20037293434143,3,22/02/2023 20:20:31
645.json,251.3539481163025,4,22/02/2023 20:24:51
436.json,228.53913187980652,3,22/02/2023 20:28:41
102.json,105.63180303573608,3,22/02/2023 20:30:27
273.json,164.66582202911377,4,22/02/2023 20:33:12
186.json,180.63391184806824,3,22/02/2023 20:36:13
122.json,306.4342157840729,4,22/02/2023 20:41:20
