117.json,292.76624608039856,4.8,28/02/2023 12:53:22
168.json,145.51634883880615,5,28/02/2023 12:56:58
489.json,506.17566204071045,5,28/02/2023 13:05:25
137.json,14054.366005182266,4.8,28/02/2023 16:59:39
152.json,398.08365082740784,4,28/02/2023 17:06:17
535.json,435.78858184814453,5,28/02/2023 17:13:33
647.json,256.09214091300964,5,28/02/2023 17:17:49
272.json,270.62229204177856,5,28/02/2023 17:22:20
200.json,158352.75496792793,4,02/03/2023 13:21:33
96.json,751.4161591529846,4.5,02/03/2023 13:34:15
476.json,204.90927696228027,4,02/03/2023 13:37:47
430.json,92078.54391813278,4.5,03/03/2023 15:12:26
448.json,848.8441548347473,4.8,03/03/2023 15:26:35
140.json,282.53607392311096,5,03/03/2023 15:31:18
112.json,17702.68182992935,1,03/03/2023 20:26:20
280.json,285.6188850402832,5,03/03/2023 20:31:06
585.json,540.2834119796753,2,03/03/2023 20:40:06
224.json,467.67997193336487,5,03/03/2023 20:47:54
176.json,331.3372120857239,4.5,03/03/2023 20:54:39
251.json,137.37198686599731,5,03/03/2023 20:56:57
24.json,529.329638004303,4.8,03/03/2023 21:05:46
349.json,353.9890160560608,5,03/03/2023 21:11:40
173.json,174.92854118347168,5,03/03/2023 21:14:41
351.json,158.91398882865906,5,03/03/2023 21:17:20
613.json,304.2480819225311,4.6,04/03/2023 23:44:43
384.json,478.01376485824585,2,04/03/2023 23:52:41
624.json,38668.78279089928,5,05/03/2023 10:37:10
599.json,350.1122589111328,4.8,05/03/2023 10:43:00
466.json,600.2093551158905,4,05/03/2023 10:53:00
543.json,268.24602794647217,4.7,05/03/2023 10:57:29
399.json,420.05167984962463,5,05/03/2023 11:04:29
250.json,249.6491620540619,3,05/03/2023 11:08:39
143.json,694.3240101337433,4,05/03/2023 11:20:13
134.json,882.1479949951172,3,05/03/2023 11:34:55
182.json,135.0969398021698,5,05/03/2023 11:37:10
31.json,425.3967959880829,4,05/03/2023 11:44:16
141.json,609.3028509616852,4.5,05/03/2023 11:54:25
524.json,81205.13557505608,5,06/03/2023 10:27:50
139.json,392.750107049942,4.8,06/03/2023 10:34:23
246.json,575.173789024353,4,06/03/2023 10:43:58
551.json,432.8779671192169,4.5,06/03/2023 10:51:11
285.json,238.93096494674683,5,06/03/2023 10:55:10
360.json,1003.480535030365,5,06/03/2023 16:32:58
14.json,885.5666439533234,4,06/03/2023 16:47:44
434.json,981.9092059135437,4.8,06/03/2023 17:04:12
452.json,5121.275461912155,4.3,06/03/2023 18:35:06
575.json,730.0958819389343,3,06/03/2023 18:47:16
472.json,364.0410258769989,4.8,06/03/2023 18:53:20
509.json,240.72003602981567,5,06/03/2023 18:57:21
477.json,77206.96545791626,4.8,07/03/2023 16:24:08
86.json,356.3792300224304,5,07/03/2023 16:30:04
295.json,564.3173661231995,4.5,07/03/2023 16:39:28
579.json,421.20798802375793,5,07/03/2023 16:46:30
444.json,16367.4070789814,5,07/03/2023 21:19:17
475.json,103.83220100402832,5,07/03/2023 21:21:06
529.json,283.1159529685974,5,07/03/2023 21:25:51
284.json,67322.44816589355,4.5,08/03/2023 16:07:53
283.json,198.11878490447998,5,08/03/2023 16:11:11
265.json,276.1284601688385,5,08/03/2023 16:15:53
615.json,547.0267090797424,4,08/03/2023 16:25:00
66.json,152.1925971508026,5,08/03/2023 16:27:32
195.json,14459.621329069138,4,08/03/2023 20:28:32
528.json,1697.718582868576,2,08/03/2023 20:56:50
614.json,667.9623811244965,4,08/03/2023 21:08:07
510.json,197.34583806991577,5,08/03/2023 21:11:24
46.json,403.8548469543457,5,08/03/2023 21:18:08
83.json,80127.11194396019,4.5,09/03/2023 19:33:35
505.json,606.3452050685883,5,09/03/2023 19:44:07
148.json,360.70264506340027,4.2,09/03/2023 19:50:08
465.json,284.4826669692993,4.8,09/03/2023 19:55:04
53.json,102.98007392883301,5,09/03/2023 19:57:17
630.json,12359.971997022629,5,09/03/2023 23:51:36
455.json,396.77509903907776,4.8,10/03/2023 00:00:39
40.json,381.1170279979706,4,10/03/2023 00:07:00
372.json,178.83289909362793,5,10/03/2023 00:10:00
208.json,51600.898685216904,4.8,10/03/2023 14:30:48
118.json,415.76849722862244,5,10/03/2023 14:37:43
162.json,3221.1804299354553,4.5,10/03/2023 15:31:25
63.json,190.84848594665527,5,10/03/2023 15:34:36
410.json,68526.88780784607,4.6,11/03/2023 10:36:43
387.json,782.8984608650208,4,11/03/2023 14:55:01
345.json,369.1572439670563,5,11/03/2023 15:01:10
601.json,643.2591481208801,3,11/03/2023 15:11:54
199.json,546.7597241401672,4.5,11/03/2023 15:21:00
172.json,368.15120911598206,4,11/03/2023 15:27:19
555.json,347.82512283325195,5,13/03/2023 18:16:46
433.json,760.5435080528259,4,13/03/2023 18:29:27
330.json,564.2455840110779,4,13/03/2023 18:38:51
262.json,1236.8557450771332,4.6,13/03/2023 18:59:28
580.json,173817.23112607002,4.5,15/03/2023 19:16:47
175.json,883.8587961196899,5,15/03/2023 19:31:52
34.json,352.53515005111694,4,15/03/2023 19:37:45
108.json,656.696188211441,4.5,15/03/2023 19:48:42
87.json,134.08009600639343,5,15/03/2023 19:50:56
393.json,598.8189489841461,4.5,15/03/2023 20:00:55
523.json,467.4234960079193,4.6,15/03/2023 20:08:42
11.json,660.8587141036987,4.8,15/03/2023 20:20:09
229.json,393.3141920566559,4.5,15/03/2023 20:26:42
166.json,209.42633700370789,5,15/03/2023 20:30:26
